id,date,first_visit
9,2019-05-10,2016-07-29
10,2016-07-29,2016-07-29
10,2016-09-01,2016-07-29
10,2016-11-04,2016-07-29
10,2016-12-16,2016-07-29
10,2017-02-24,2016-07-29
10,2017-05-04,2016-07-29
10,2017-06-16,2016-07-29
11,2016-07-29,2016-07-29
11,2016-08-11,2016-07-29
11,2016-08-26,2016-07-29
11,2016-09-01,2016-07-29
11,2016-09-17,2016-07-29
11,2016-10-01,2016-07-29
11,2016-10-08,2016-07-29
11,2016-10-29,2016-07-29
11,2016-12-08,2016-07-29
11,2016-12-24,2016-07-29
11,2016-12-31,2016-07-29
11,2017-01-21,2016-07-29
11,2017-02-04,2016-07-29
11,2017-02-25,2016-07-29
11,2017-03-08,2016-07-29
11,2017-03-25,2016-07-29
11,2017-03-29,2016-07-29
11,2017-04-04,2016-07-29
11,2017-04-29,2016-07-29
11,2017-05-18,2016-07-29
11,2017-05-23,2016-07-29
11,2017-06-03,2016-07-29
11,2017-06-16,2016-07-29
11,2017-06-30,2016-07-29
11,2017-07-15,2016-07-29
11,2017-07-25,2016-07-29
11,2017-08-17,2016-07-29
11,2017-09-01,2016-07-29
11,2017-09-06,2016-07-29
11,2017-09-21,2016-07-29
11,2017-10-14,2016-07-29
11,2017-10-21,2016-07-29
11,2017-10-27,2016-07-29
11,2017-11-04,2016-07-29
11,2017-11-17,2016-07-29
11,2017-11-30,2016-07-29
11,2017-12-07,2016-07-29
11,2017-12-21,2016-07-29
11,2018-01-27,2016-07-29
11,2018-02-17,2016-07-29
11,2018-02-23,2016-07-29
11,2018-03-10,2016-07-29
11,2018-03-17,2016-07-29
11,2018-03-24,2016-07-29
11,2018-04-14,2016-07-29
11,2018-05-05,2016-07-29
11,2018-05-26,2016-07-29
11,2018-06-07,2016-07-29
11,2018-06-30,2016-07-29
11,2018-07-14,2016-07-29
11,2018-08-23,2016-07-29
11,2018-09-20,2016-07-29
11,2018-10-06,2016-07-29
11,2018-10-19,2016-07-29
11,2018-10-26,2016-07-29
11,2018-11-03,2016-07-29
11,2018-11-09,2016-07-29
11,2018-11-30,2016-07-29
11,2018-12-07,2016-07-29
11,2018-12-14,2016-07-29
11,2018-12-27,2016-07-29
11,2019-01-11,2016-07-29
11,2019-01-18,2016-07-29
11,2019-02-01,2016-07-29
11,2019-02-09,2016-07-29
11,2019-02-22,2016-07-29
11,2019-03-01,2016-07-29
11,2019-03-08,2016-07-29
11,2019-03-22,2016-07-29
11,2019-04-06,2016-07-29
11,2019-04-18,2016-07-29
11,2019-05-04,2016-07-29
11,2019-05-18,2016-07-29
11,2019-05-31,2016-07-29
11,2019-06-08,2016-07-29
11,2019-06-19,2016-07-29
11,2019-06-29,2016-07-29
11,2019-07-06,2016-07-29
11,2019-07-19,2016-07-29
11,2019-08-02,2016-07-29
11,2019-08-23,2016-07-29
11,2019-09-06,2016-07-29
11,2019-09-13,2016-07-29
11,2019-10-12,2016-07-29
11,2019-10-25,2016-07-29
11,2019-11-02,2016-07-29
11,2019-11-09,2016-07-29
11,2019-11-15,2016-07-29
11,2019-11-23,2016-07-29
11,2019-12-07,2016-07-29
11,2019-12-20,2016-07-29
11,2019-12-28,2016-07-29
11,2020-01-07,2016-07-29
11,2020-01-17,2016-07-29
11,2020-01-21,2016-07-29
11,2020-01-25,2016-07-29
11,2020-02-08,2016-07-29
11,2020-02-15,2016-07-29
11,2020-02-21,2016-07-29
11,2020-02-28,2016-07-29
11,2020-03-05,2016-07-29
11,2020-03-10,2016-07-29
11,2020-03-12,2016-07-29
11,2020-03-27,2016-07-29
11,2020-04-08,2016-07-29
11,2020-04-10,2016-07-29
11,2020-04-25,2016-07-29
11,2020-05-30,2016-07-29
11,2020-06-10,2016-07-29
11,2020-06-27,2016-07-29
11,2020-07-10,2016-07-29
11,2020-08-05,2016-07-29
11,2020-08-14,2016-07-29
11,2020-08-22,2016-07-29
11,2020-09-05,2016-07-29
11,2020-09-17,2016-07-29
11,2020-09-25,2016-07-29
11,2020-10-03,2016-07-29
11,2020-10-17,2016-07-29
11,2020-10-29,2016-07-29
11,2020-11-06,2016-07-29
11,2020-11-13,2016-07-29
11,2020-11-20,2016-07-29
11,2020-11-27,2016-07-29
11,2020-12-04,2016-07-29
11,2020-12-10,2016-07-29
11,2020-12-18,2016-07-29
11,2020-12-24,2016-07-29
11,2020-12-30,2016-07-29
11,2021-01-14,2016-07-29
11,2021-01-26,2016-07-29
11,2021-02-10,2016-07-29
11,2021-02-23,2016-07-29
11,2021-03-11,2016-07-29
11,2021-03-25,2016-07-29
11,2021-04-07,2016-07-29
11,2021-04-16,2016-07-29
11,2021-04-22,2016-07-29
11,2021-05-07,2016-07-29
11,2021-05-21,2016-07-29
11,2021-06-03,2016-07-29
11,2021-06-11,2016-07-29
11,2021-06-23,2016-07-29
11,2021-07-09,2016-07-29
11,2021-07-22,2016-07-29
11,2021-08-05,2016-07-29
11,2021-08-13,2016-07-29
11,2021-08-24,2016-07-29
11,2021-09-03,2016-07-29
11,2021-09-16,2016-07-29
11,2021-09-28,2016-07-29
11,2021-10-22,2016-07-29
11,2021-10-27,2016-07-29
11,2021-12-08,2016-07-29
11,2021-12-18,2016-07-29
11,2021-12-30,2016-07-29
11,2022-01-14,2016-07-29
11,2022-01-22,2016-07-29
11,2022-02-04,2016-07-29
11,2022-02-15,2016-07-29
11,2022-03-18,2016-07-29
11,2022-03-30,2016-07-29
11,2022-05-04,2016-07-29
11,2022-05-21,2016-07-29
11,2022-06-23,2016-07-29
11,2022-08-12,2016-07-29
11,2022-09-02,2016-07-29
11,2022-09-21,2016-07-29
11,2022-09-28,2016-07-29
11,2022-10-08,2016-07-29
11,2022-10-21,2016-07-29
11,2022-11-02,2016-07-29
11,2022-11-12,2016-07-29
11,2022-11-25,2016-07-29
11,2022-12-22,2016-07-29
11,2022-12-28,2016-07-29
11,2023-02-11,2016-07-29
11,2023-03-10,2016-07-29
11,2023-03-28,2016-07-29
11,2023-04-12,2016-07-29
11,2023-05-05,2016-07-29
11,2023-05-12,2016-07-29
11,2023-05-19,2016-07-29
11,2023-05-25,2016-07-29
11,2023-06-02,2016-07-29
11,2023-06-30,2016-07-29
11,2023-07-07,2016-07-29
11,2023-07-28,2016-07-29
11,2023-08-25,2016-07-29
11,2023-09-28,2016-07-29
11,2023-10-13,2016-07-29
11,2023-10-27,2016-07-29
11,2023-12-08,2016-07-29
11,2023-12-16,2016-07-29
11,2024-01-13,2016-07-29
11,2024-04-26,2016-07-29
12,2016-07-29,2016-07-29
12,2016-08-13,2016-07-29
12,2016-09-17,2016-07-29
12,2016-09-30,2016-07-29
12,2016-10-29,2016-07-29
12,2016-11-26,2016-07-29
12,2016-12-10,2016-07-29
12,2017-01-31,2016-07-29
12,2017-02-22,2016-07-29
12,2017-03-08,2016-07-29
12,2017-03-22,2016-07-29
12,2017-04-07,2016-07-29
12,2017-04-18,2016-07-29
12,2017-05-06,2016-07-29
12,2017-05-19,2016-07-29
12,2017-05-27,2016-07-29
12,2017-06-03,2016-07-29
12,2017-06-07,2016-07-29
12,2017-06-14,2016-07-29
12,2017-07-05,2016-07-29
12,2017-07-14,2016-07-29
12,2017-08-16,2016-07-29
12,2017-09-08,2016-07-29
12,2017-09-30,2016-07-29
12,2017-11-29,2016-07-29
12,2017-12-28,2016-07-29
12,2018-01-26,2016-07-29
12,2018-03-15,2016-07-29
12,2018-03-27,2016-07-29
12,2018-03-29,2016-07-29
12,2018-04-24,2016-07-29
12,2018-05-31,2016-07-29
12,2019-07-16,2016-07-29
12,2019-07-30,2016-07-29
12,2019-08-20,2016-07-29
12,2019-08-30,2016-07-29
12,2019-10-17,2016-07-29
12,2019-11-19,2016-07-29
12,2019-12-12,2016-07-29
12,2020-02-01,2016-07-29
12,2020-02-15,2016-07-29
12,2020-03-07,2016-07-29
12,2020-04-09,2016-07-29
12,2020-02-09,2016-07-29
12,2020-06-27,2016-07-29
12,2020-08-22,2016-07-29
12,2020-10-14,2016-07-29
12,2020-11-20,2016-07-29
12,2020-12-05,2016-07-29
12,2020-12-29,2016-07-29
12,2021-01-16,2016-07-29
12,2021-01-30,2016-07-29
12,2021-02-23,2016-07-29
12,2021-04-01,2016-07-29
12,2021-04-08,2016-07-29
12,2021-04-15,2016-07-29
12,2021-04-29,2016-07-29
12,2021-05-13,2016-07-29
12,2021-05-28,2016-07-29
12,2021-06-11,2016-07-29
12,2021-06-25,2016-07-29
12,2021-07-10,2016-07-29
12,2021-07-28,2016-07-29
12,2021-08-12,2016-07-29
12,2021-08-26,2016-07-29
12,2021-09-09,2016-07-29
12,2021-09-23,2016-07-29
12,2021-10-07,2016-07-29
12,2021-10-21,2016-07-29
12,2021-11-06,2016-07-29
12,2021-11-20,2016-07-29
12,2021-12-04,2016-07-29
12,2021-12-16,2016-07-29
12,2021-12-30,2016-07-29
12,2022-01-15,2016-07-29
12,2022-01-29,2016-07-29
13,2016-07-30,2016-07-30
13,2016-08-27,2016-07-30
13,2018-06-05,2016-07-30
14,2016-07-30,2016-07-30
14,2016-09-29,2016-07-30
14,2017-03-08,2016-07-30
14,2017-04-29,2016-07-30
14,2017-06-24,2016-07-30
14,2017-08-12,2016-07-30
14,2017-10-03,2016-07-30
14,2017-11-29,2016-07-30
14,2018-02-28,2016-07-30
14,2018-04-20,2016-07-30
14,2018-06-13,2016-07-30
15,2016-07-30,2016-07-30
15,2016-12-10,2016-07-30
16,2016-07-30,2016-07-30
17,2016-07-30,2016-07-30
17,2020-04-15,2016-07-30
17,2020-05-21,2016-07-30
17,2020-06-25,2016-07-30
18,2016-08-02,2016-08-02
18,2016-08-19,2016-08-02
18,2017-12-28,2016-08-02
18,2018-11-01,2016-08-02
19,2016-08-02,2016-08-02
19,2016-08-10,2016-08-02
19,2016-08-31,2016-08-02
19,2016-09-10,2016-08-02
19,2016-09-20,2016-08-02
19,2016-09-29,2016-08-02
19,2016-10-06,2016-08-02
19,2016-10-25,2016-08-02
19,2016-11-03,2016-08-02
19,2016-12-07,2016-08-02
19,2016-12-23,2016-08-02
19,2017-01-24,2016-08-02
19,2017-03-30,2016-08-02
19,2017-04-20,2016-08-02
19,2017-05-16,2016-08-02
19,2017-05-30,2016-08-02
19,2018-02-16,2016-08-02
19,2018-02-27,2016-08-02
19,2018-09-18,2016-08-02
19,2019-07-11,2016-08-02
20,2016-08-02,2016-08-02
21,2016-08-03,2016-08-03
21,2016-09-22,2016-08-03
22,2016-08-03,2016-08-03
22,2016-09-06,2016-08-03
22,2016-09-29,2016-08-03
22,2016-11-03,2016-08-03
22,2016-12-22,2016-08-03
22,2017-05-09,2016-08-03
23,2016-08-03,2016-08-03
24,2016-08-03,2016-08-03
25,2016-08-04,2016-08-04
26,2016-08-04,2016-08-04
26,2016-09-08,2016-08-04
27,2016-08-05,2016-08-05
27,2016-09-06,2016-08-05
27,2016-10-05,2016-08-05
27,2016-11-16,2016-08-05
27,2016-12-09,2016-08-05
28,2016-08-05,2016-08-05
28,2018-01-26,2016-08-05
28,2018-02-20,2016-08-05
28,2018-03-27,2016-08-05
28,2018-05-02,2016-08-05
28,2018-06-05,2016-08-05
28,2018-07-04,2016-08-05
28,2018-07-18,2016-08-05
28,2018-08-16,2016-08-05
28,2018-08-17,2016-08-05
28,2018-09-28,2016-08-05
28,2018-11-06,2016-08-05
28,2018-12-21,2016-08-05
28,2020-08-19,2016-08-05
28,2020-10-08,2016-08-05
28,2020-11-27,2016-08-05
28,2020-12-22,2016-08-05
28,2021-02-03,2016-08-05
29,2016-08-05,2016-08-05
29,2016-10-07,2016-08-05
29,2017-08-25,2016-08-05
29,2017-11-08,2016-08-05
29,2018-01-16,2016-08-05
29,2018-04-27,2016-08-05
29,2020-05-16,2016-08-05
29,2021-11-10,2016-08-05
29,2023-01-28,2016-08-05
30,2016-08-05,2016-08-05
30,2016-09-09,2016-08-05
30,2016-10-21,2016-08-05
30,2016-11-25,2016-08-05
30,2017-01-13,2016-08-05
30,2017-04-28,2016-08-05
30,2017-06-30,2016-08-05
30,2017-08-04,2016-08-05
30,2017-08-30,2016-08-05
30,2017-10-10,2016-08-05
30,2017-11-14,2016-08-05
30,2018-01-18,2016-08-05
30,2018-02-22,2016-08-05
30,2018-03-27,2016-08-05
30,2018-05-04,2016-08-05
30,2018-06-05,2016-08-05
30,2018-07-12,2016-08-05
30,2018-08-09,2016-08-05
30,2018-09-11,2016-08-05
30,2018-10-19,2016-08-05
30,2018-12-14,2016-08-05
30,2018-01-16,2016-08-05
30,2019-02-06,2016-08-05
30,2019-03-14,2016-08-05
30,2019-04-09,2016-08-05
30,2019-06-25,2016-08-05
30,2019-08-02,2016-08-05
30,2019-08-29,2016-08-05
30,2019-09-26,2016-08-05
30,2019-10-22,2016-08-05
30,2019-11-22,2016-08-05
30,2019-12-19,2016-08-05
30,2020-01-23,2016-08-05
30,2020-02-14,2016-08-05
30,2020-03-18,2016-08-05
30,2020-08-04,2016-08-05
30,2020-09-02,2016-08-05
30,2020-10-01,2016-08-05
30,2020-10-28,2016-08-05
30,2020-11-26,2016-08-05
31,2016-08-05,2016-08-05
31,2017-08-12,2016-08-05
32,2016-08-05,2016-08-05
32,2016-10-01,2016-08-05
32,2016-12-06,2016-08-05
32,2017-03-08,2016-08-05
32,2017-04-29,2016-08-05
32,2017-10-17,2016-08-05
32,2018-03-24,2016-08-05
32,2018-05-29,2016-08-05
33,2016-08-06,2016-08-06
33,2018-12-22,2016-08-06
33,2020-12-23,2016-08-06
33,2021-02-03,2016-08-06
34,2016-08-06,2016-08-06
34,2016-09-09,2016-08-06
34,2016-11-18,2016-08-06
34,2016-12-20,2016-08-06
34,2017-01-19,2016-08-06
34,2017-01-20,2016-08-06
34,2017-02-10,2016-08-06
34,2017-02-24,2016-08-06
34,2017-03-10,2016-08-06
34,2017-04-05,2016-08-06
34,2017-05-10,2016-08-06
34,2017-07-13,2016-08-06
34,2017-07-14,2016-08-06
34,2017-08-18,2016-08-06
34,2017-09-14,2016-08-06
34,2017-10-04,2016-08-06
34,2017-11-24,2016-08-06
34,2017-12-01,2016-08-06
34,2017-12-21,2016-08-06
34,2018-01-30,2016-08-06
34,2018-03-16,2016-08-06
34,2018-05-09,2016-08-06
34,2023-03-28,2016-08-06
34,2023-10-24,2016-08-06
35,2016-08-06,2016-08-06
35,2016-12-10,2016-08-06
35,2017-01-17,2016-08-06
35,2017-02-24,2016-08-06
35,2017-05-09,2016-08-06
35,2017-06-08,2016-08-06
35,2017-07-14,2016-08-06
35,2017-10-03,2016-08-06
35,2017-10-25,2016-08-06
35,2017-11-22,2016-08-06
35,2017-12-21,2016-08-06
35,2018-01-18,2016-08-06
35,2018-02-08,2016-08-06
35,2018-03-01,2016-08-06
35,2018-03-21,2016-08-06
35,2018-04-12,2016-08-06
35,2018-05-08,2016-08-06
35,2018-06-13,2016-08-06
35,2018-07-03,2016-08-06
35,2018-08-08,2016-08-06
35,2018-10-09,2016-08-06
35,2018-10-30,2016-08-06
35,2018-11-21,2016-08-06
35,2018-12-20,2016-08-06
35,2019-01-24,2016-08-06
35,2019-04-16,2016-08-06
36,2016-08-06,2016-08-06
36,2021-08-21,2016-08-06
37,2016-08-06,2016-08-06
37,2016-09-17,2016-08-06
37,2016-11-01,2016-08-06
37,2016-12-17,2016-08-06
37,2017-02-04,2016-08-06
37,2017-04-08,2016-08-06
37,2017-06-03,2016-08-06
37,2017-07-08,2016-08-06
37,2017-07-28,2016-08-06
37,2017-08-29,2016-08-06
37,2017-12-05,2016-08-06
37,2018-05-12,2016-08-06
37,2018-06-15,2016-08-06
37,2016-08-02,2016-08-06
37,2019-01-17,2016-08-06
37,2019-03-08,2016-08-06
37,2019-10-16,2016-08-06
37,2022-01-12,2016-08-06
37,2022-02-23,2016-08-06
37,2022-04-21,2016-08-06
37,2022-06-16,2016-08-06
37,2022-08-05,2016-08-06
37,2022-09-27,2016-08-06
37,2022-11-26,2016-08-06
37,2022-12-20,2016-08-06
37,2023-01-25,2016-08-06
37,2023-03-29,2016-08-06
37,2023-05-19,2016-08-06
37,2023-07-07,2016-08-06
37,2023-08-23,2016-08-06
37,2023-10-17,2016-08-06
37,2023-11-28,2016-08-06
37,2023-12-22,2016-08-06
37,2024-01-19,2016-08-06
37,2024-02-27,2016-08-06
37,2024-03-30,2016-08-06
37,2024-05-11,2016-08-06
38,2016-08-06,2016-08-06
39,2016-08-06,2016-08-06
40,2016-08-06,2016-08-06
40,2016-08-13,2016-08-06
40,2016-08-27,2016-08-06
40,2016-09-03,2016-08-06
40,2016-09-10,2016-08-06
40,2016-09-16,2016-08-06
40,2016-09-23,2016-08-06
40,2016-10-01,2016-08-06
40,2016-10-07,2016-08-06
40,2016-10-22,2016-08-06
40,2016-10-28,2016-08-06
40,2016-11-04,2016-08-06
40,2016-11-11,2016-08-06
40,2016-11-18,2016-08-06
40,2016-11-26,2016-08-06
40,2016-12-06,2016-08-06
40,2016-12-14,2016-08-06
40,2016-12-22,2016-08-06
40,2016-12-28,2016-08-06
40,2017-01-10,2016-08-06
40,2017-01-18,2016-08-06
40,2017-01-26,2016-08-06
40,2017-02-08,2016-08-06
40,2017-03-04,2016-08-06
40,2017-03-11,2016-08-06
40,2017-03-18,2016-08-06
40,2017-03-25,2016-08-06
40,2017-04-07,2016-08-06
40,2017-04-19,2016-08-06
40,2017-05-03,2016-08-06
40,2017-05-31,2016-08-06
40,2017-06-28,2016-08-06
40,2017-07-12,2016-08-06
40,2017-07-25,2016-08-06
40,2017-08-10,2016-08-06
40,2017-08-24,2016-08-06
40,2017-08-31,2016-08-06
40,2017-09-14,2016-08-06
40,2017-09-21,2016-08-06
40,2017-10-03,2016-08-06
40,2017-10-21,2016-08-06
40,2017-11-10,2016-08-06
40,2017-11-24,2016-08-06
40,2017-12-14,2016-08-06
40,2017-12-29,2016-08-06
40,2018-01-16,2016-08-06
40,2018-02-01,2016-08-06
40,2018-02-15,2016-08-06
40,2018-03-01,2016-08-06
40,2018-03-15,2016-08-06
40,2018-03-29,2016-08-06
40,2018-04-12,2016-08-06
40,2018-04-26,2016-08-06
40,2018-05-10,2016-08-06
40,2018-06-07,2016-08-06
40,2018-06-21,2016-08-06
40,2018-07-05,2016-08-06
40,2018-07-19,2016-08-06
40,2018-08-02,2016-08-06
40,2018-08-16,2016-08-06
40,2018-08-30,2016-08-06
40,2018-09-14,2016-08-06
40,2018-10-02,2016-08-06
40,2018-10-16,2016-08-06
40,2018-11-06,2016-08-06
40,2018-11-20,2016-08-06
40,2019-01-08,2016-08-06
40,2019-01-31,2016-08-06
40,2019-02-14,2016-08-06
40,2019-03-01,2016-08-06
40,2019-03-14,2016-08-06
40,2019-03-30,2016-08-06
40,2019-04-11,2016-08-06
40,2019-04-26,2016-08-06
40,2019-05-10,2016-08-06
40,2019-05-24,2016-08-06
40,2019-06-06,2016-08-06
40,2019-06-26,2016-08-06
40,2019-07-12,2016-08-06
40,2019-07-30,2016-08-06
40,2019-08-21,2016-08-06
40,2019-09-04,2016-08-06
40,2019-09-20,2016-08-06
40,2019-10-10,2016-08-06
40,2019-10-30,2016-08-06
40,2019-11-13,2016-08-06
40,2019-12-10,2016-08-06
40,2019-12-26,2016-08-06
40,2020-01-15,2016-08-06
40,2020-01-30,2016-08-06
40,2020-02-14,2016-08-06
40,2020-02-28,2016-08-06
40,2020-03-13,2016-08-06
40,2020-04-07,2016-08-06
40,2020-04-29,2016-08-06
40,2020-05-28,2016-08-06
40,2020-06-30,2016-08-06
40,2020-07-22,2016-08-06
40,2020-08-13,2016-08-06
40,2020-08-27,2016-08-06
40,2020-09-28,2016-08-06
40,2020-10-22,2016-08-06
40,2020-11-11,2016-08-06
40,2020-12-04,2016-08-06
40,2020-12-23,2016-08-06
40,2020-12-30,2016-08-06
40,2021-01-14,2016-08-06
40,2021-02-03,2016-08-06
40,2021-02-24,2016-08-06
40,2021-03-24,2016-08-06
40,2021-04-21,2016-08-06
40,2021-04-29,2016-08-06
40,2021-05-26,2016-08-06
40,2021-06-24,2016-08-06
40,2021-07-28,2016-08-06
40,2021-09-09,2016-08-06
40,2021-09-25,2016-08-06
40,2021-11-11,2016-08-06
40,2021-11-27,2016-08-06
40,2021-12-28,2016-08-06
40,2022-02-01,2016-08-06
40,2022-02-12,2016-08-06
40,2022-03-12,2016-08-06
40,2022-04-02,2016-08-06
40,2022-04-14,2016-08-06
40,2022-04-30,2016-08-06
40,2022-05-14,2016-08-06
40,2022-05-28,2016-08-06
40,2022-06-11,2016-08-06
40,2022-06-25,2016-08-06
40,2022-07-09,2016-08-06
40,2022-08-20,2016-08-06
40,2022-09-17,2016-08-06
40,2022-10-01,2016-08-06
40,2022-10-22,2016-08-06
40,2022-11-05,2016-08-06
40,2022-11-19,2016-08-06
40,2022-12-03,2016-08-06
40,2022-12-19,2016-08-06
40,2023-01-14,2016-08-06
40,2023-01-28,2016-08-06
40,2023-02-15,2016-08-06
40,2023-02-25,2016-08-06
40,2023-03-11,2016-08-06
40,2023-04-11,2016-08-06
40,2023-04-29,2016-08-06
40,2023-05-13,2016-08-06
40,2023-05-24,2016-08-06
40,2023-06-07,2016-08-06
40,2023-06-24,2016-08-06
40,2023-07-08,2016-08-06
40,2023-07-22,2016-08-06
40,2023-08-05,2016-08-06
40,2023-08-19,2016-08-06
40,2023-08-30,2016-08-06
40,2023-09-23,2016-08-06
40,2023-10-10,2016-08-06
40,2023-10-25,2016-08-06
40,2023-11-11,2016-08-06
40,2023-11-25,2016-08-06
40,2023-12-12,2016-08-06
40,2023-12-23,2016-08-06
40,2024-01-13,2016-08-06
40,2024-01-27,2016-08-06
40,2024-02-09,2016-08-06
40,2024-02-24,2016-08-06
40,2024-03-08,2016-08-06
40,2024-03-26,2016-08-06
40,2024-04-09,2016-08-06
40,2024-04-25,2016-08-06
40,2024-05-11,2016-08-06
41,2016-08-09,2016-08-09
41,2017-08-24,2016-08-09
42,2016-08-09,2016-08-09
42,2016-11-26,2016-08-09
42,2016-12-21,2016-08-09
42,2017-01-31,2016-08-09
42,2017-03-15,2016-08-09
42,2017-04-12,2016-08-09
42,2017-05-02,2016-08-09
42,2017-05-30,2016-08-09
42,2017-06-23,2016-08-09
42,2017-07-19,2016-08-09
42,2017-08-19,2016-08-09
42,2017-10-26,2016-08-09
42,2017-12-21,2016-08-09
